410nm,435nm,460nm,485nm,510nm,535nm,560nm,585nm,610nm,645nm,680nm,705nm,730nm,760nm,810nm,860nm,900nm,940nm
[6, 4, 30, 32, 45, 11, 2, 6, 1, 1, 3, 19, 2, 6, 6, 5, 28, 10]
7.5
[5, 4, 28, 30, 44, 10, 2, 5, 1, 1, 2, 18, 2, 5, 5, 5, 26, 9]
7.3
[6, 4, 29, 31, 44, 10, 2, 6, 1, 2, 3, 19, 2, 6, 5, 4, 27, 10]
7.2
[6, 4, 26, 29, 43, 9, 2, 5, 1, 1, 3, 18, 2, 5, 5, 5, 26, 9]
7.0
[6, 4, 28, 31, 37, 9, 2, 5, 1, 1, 3, 18, 3, 6, 6, 5, 24, 8]
6.9
[6, 4, 27, 29, 34, 9, 2, 5, 1, 1, 3, 18, 3, 6, 5, 5, 23, 7]
6.7
------------------------------------------------------------
[7, 5, 33, 36, 52, 13, 3, 7, 1, 2, 3, 23, 2, 7, 6, 6, 31, 11]
6.7
[7, 5, 31, 34, 50, 14, 3, 7, 1, 2, 3, 21, 2, 6, 6, 5, 30, 11]
6.5
[8, 5, 36, 36, 52, 13, 2, 7, 2, 2, 3, 23, 3, 7, 7, 6, 32, 12]
6.3
[8, 5, 36, 36, 54, 13, 2, 7, 1, 2, 3, 19, 3, 7, 6, 6, 32, 14]
6.1
[8, 5, 35, 37, 54, 12, 3, 8, 1, 2, 3, 25, 2, 7, 7, 6, 34, 13]
5.7
[8, 5, 34, 39, 51, 14, 3, 7, 1, 2, 3, 25, 3, 7, 7, 6, 34, 11]
5.3
[7, 5, 32, 37, 53, 13, 3, 6, 1, 2, 3, 24, 3, 6, 7, 6, 30, 11]
5.1
[8, 5, 35, 37, 53, 13, 3, 9, 1, 2, 3, 24, 3, 7, 7, 6, 33, 11]
4.8
[8, 5, 35, 38, 54, 13, 3, 7, 1, 2, 3, 26, 3, 7, 6, 6, 31, 12]
4.5
[7, 5, 34, 37, 54, 14, 3, 8, 1, 2, 3, 23, 2, 6, 6, 6, 33, 11]
4.3
--------------------------------------------------------------
[7, 5, 31, 34, 48, 14, 3, 7, 1, 2, 3, 25, 2, 6, 6, 5, 34, 11]
5.5
[7, 6, 33, 34, 50, 14, 2, 7, 1, 2, 3, 25, 2, 6, 6, 5, 34, 12]
4.1
[7, 5, 31, 33, 49, 13, 2, 6, 1, 2, 3, 25, 2, 6, 6, 5, 33, 11]
3.9
[7, 5, 32, 35, 49, 13, 2, 7, 1, 2, 3, 25, 2, 6, 6, 5, 33, 11]
3.7
[7, 6, 34, 36, 49, 13, 2, 7, 1, 2, 3, 26, 3, 6, 6, 5, 34, 12]
3.5
[6, 6, 32, 35, 50, 13, 2, 7, 1, 2, 3, 25, 2, 6, 6, 5, 34, 12]
3.3
[7, 6, 32, 35, 50, 14, 2, 7, 1, 2, 3, 26, 2, 6, 6, 5, 34, 11]
3.1
[7, 6, 33, 35, 50, 14, 2, 7, 1, 2, 3, 25, 2, 6, 6, 5, 34, 11]
2.9
[7, 6, 34, 35, 49, 13, 2, 7, 1, 2, 3, 25, 3, 6, 6, 5, 34, 11]
2.7
[7, 6, 33, 34, 49, 14, 2, 6, 1, 2, 3, 25, 2, 6, 6, 5, 34, 11]
2.5
--------------------------------------------
[7, 4, 33, 35, 50, 12, 2, 7, 1, 2, 3, 23, 2, 6, 6, 6, 31, 11]
7.3
[7, 5, 34, 35, 52, 12, 2, 7, 1, 2, 3, 23, 3, 6, 6, 6, 31, 12]
7.1
[7, 5, 33, 36, 51, 12, 2, 7, 1, 2, 3, 22, 3, 6, 6, 6, 30, 11]
6.8
[7, 5, 35, 37, 53, 12, 2, 7, 1, 2, 3, 23, 3, 7, 6, 6, 32, 12]
6.6
[8, 5, 36, 36, 52, 12, 2, 7, 2, 2, 3, 24, 3, 7, 7, 6, 33, 12]
6.4
[8, 5, 35, 37, 53, 12, 2, 7, 1, 2, 3, 23, 3, 7, 7, 6, 33, 12]
6.2
[7, 5, 34, 36, 51, 12, 2, 7, 1, 2, 3, 23, 3, 6, 6, 6, 32, 11]
6.0
[7, 5, 35, 36, 52, 13, 2, 7, 1, 2, 3, 23, 3, 7, 6, 6, 32, 11]
5.8
[8, 5, 36, 37, 53, 12, 2, 7, 1, 2, 3, 24, 3, 7, 7, 6, 33, 12]
5.6
[8, 5, 35, 38, 55, 12, 2, 7, 2, 2, 3, 24, 3, 7, 7, 6, 33, 12]
5.4
[8, 5, 35, 36, 53, 12, 2, 7, 1, 2, 3, 24, 3, 7, 7, 6, 33, 12]
5.2
[8, 5, 36, 37, 53, 13, 2, 7, 1, 2, 3, 24, 3, 7, 7, 6, 33, 12]
5.0
[7, 5, 35, 37, 53, 12, 2, 7, 1, 2, 3, 24, 3, 7, 6, 6, 32, 12]
4.8
[7, 4, 32, 34, 50, 11, 2, 6, 1, 2, 3, 23, 3, 6, 6, 6, 29, 11]
4.6
[7, 5, 34, 36, 52, 12, 2, 7, 1, 2, 3, 22, 3, 7, 6, 6, 32, 12]
4.4
